"activity" "subject" "variable" "mean"
"WALKING_UPSTAIRS" 9 "body_gyro_mean_x_time" NA
"WALKING_UPSTAIRS" 10 "body_gyro_mean_x_time" NA
"WALKING_UPSTAIRS" 11 "body_gyro_mean_x_time" -0.0820909701727778
"WALKING_UPSTAIRS" 12 "body_gyro_mean_x_time" NA
"WALKING_UPSTAIRS" 13 "body_gyro_mean_x_time" NA
"WALKING_UPSTAIRS" 14 "body_gyro_mean_x_time" 0.0813841685037037
"WALKING_UPSTAIRS" 15 "body_gyro_mean_x_time" 0.0903340029875
"WALKING_UPSTAIRS" 16 "body_gyro_mean_x_time" 0.0718408878078431
"WALKING_UPSTAIRS" 17 "body_gyro_mean_x_time" -0.0304250571395833
"WALKING_UPSTAIRS" 18 "body_gyro_mean_x_time" NA
"WALKING_UPSTAIRS" 19 "body_gyro_mean_x_time" 0.0388537087875
"WALKING_UPSTAIRS" 20 "body_gyro_mean_x_time" NA
"WALKING_UPSTAIRS" 21 "body_gyro_mean_x_time" 0.062608688893617
"WALKING_UPSTAIRS" 22 "body_gyro_mean_x_time" 0.13497880785381
"WALKING_UPSTAIRS" 23 "body_gyro_mean_x_time" 0.0957940245941176
"WALKING_UPSTAIRS" 24 "body_gyro_mean_x_time" NA
"WALKING_UPSTAIRS" 25 "body_gyro_mean_x_time" 0.0556121923307692
"WALKING_UPSTAIRS" 26 "body_gyro_mean_x_time" -0.0247950825654545
"WALKING_UPSTAIRS" 27 "body_gyro_mean_x_time" -0.0940344886803922
"WALKING_UPSTAIRS" 28 "body_gyro_mean_x_time" -0.129362970764706
"WALKING_UPSTAIRS" 29 "body_gyro_mean_x_time" 0.0931989463020408
"WALKING_UPSTAIRS" 30 "body_gyro_mean_x_time" -0.00355974576923077
"WALKING_DOWNSTAIRS" 1 "body_gyro_mean_x_time" -0.0350781902989796
"WALKING_DOWNSTAIRS" 2 "body_gyro_mean_x_time" NA
"WALKING_DOWNSTAIRS" 3 "body_gyro_mean_x_time" -0.13157327645102
"WALKING_DOWNSTAIRS" 4 "body_gyro_mean_x_time" NA
"WALKING_DOWNSTAIRS" 5 "body_gyro_mean_x_time" -0.068294569906383
"WALKING_DOWNSTAIRS" 6 "body_gyro_mean_x_time" -0.0960837437708333
"WALKING_DOWNSTAIRS" 7 "body_gyro_mean_x_time" -0.105409612961702
"WALKING_DOWNSTAIRS" 8 "body_gyro_mean_x_time" -0.121189625973684
"WALKING_DOWNSTAIRS" 9 "body_gyro_mean_x_time" NA
"WALKING_DOWNSTAIRS" 10 "body_gyro_mean_x_time" NA
"WALKING_DOWNSTAIRS" 11 "body_gyro_mean_x_time" -0.12506869905
"WALKING_DOWNSTAIRS" 12 "body_gyro_mean_x_time" NA
"WALKING_DOWNSTAIRS" 13 "body_gyro_mean_x_time" NA
"WALKING_DOWNSTAIRS" 14 "body_gyro_mean_x_time" -0.0147079653333333
"WALKING_DOWNSTAIRS" 15 "body_gyro_mean_x_time" -0.136618653071429
"WALKING_DOWNSTAIRS" 16 "body_gyro_mean_x_time" -0.0225373369978723
"WALKING_DOWNSTAIRS" 17 "body_gyro_mean_x_time" 0.0677728390673913
"WALKING_DOWNSTAIRS" 18 "body_gyro_mean_x_time" NA
"WALKING_DOWNSTAIRS" 19 "body_gyro_mean_x_time" -0.205775427307692
"WALKING_DOWNSTAIRS" 20 "body_gyro_mean_x_time" NA
"WALKING_DOWNSTAIRS" 21 "body_gyro_mean_x_time" -0.126388023595556
"WALKING_DOWNSTAIRS" 22 "body_gyro_mean_x_time" -0.0779611213138889
"WALKING_DOWNSTAIRS" 23 "body_gyro_mean_x_time" -0.0578230190203704
"WALKING_DOWNSTAIRS" 24 "body_gyro_mean_x_time" NA
"WALKING_DOWNSTAIRS" 25 "body_gyro_mean_x_time" 0.00299112856551724
"WALKING_DOWNSTAIRS" 26 "body_gyro_mean_x_time" -0.010752208236
"WALKING_DOWNSTAIRS" 27 "body_gyro_mean_x_time" -0.159826551905227
"WALKING_DOWNSTAIRS" 28 "body_gyro_mean_x_time" -0.141096309502174
"WALKING_DOWNSTAIRS" 29 "body_gyro_mean_x_time" -0.0374126070957292
"WALKING_DOWNSTAIRS" 30 "body_gyro_mean_x_time" -0.0745591301759677
"SITTING" 1 "body_gyro_mean_x_time" -0.045350056512766
"SITTING" 2 "body_gyro_mean_x_time" NA
"SITTING" 3 "body_gyro_mean_x_time" -0.0385365204807692
"SITTING" 4 "body_gyro_mean_x_time" NA
"SITTING" 5 "body_gyro_mean_x_time" -0.0422355209795455
"SITTING" 6 "body_gyro_mean_x_time" -0.0372442282830909
"SITTING" 7 "body_gyro_mean_x_time" -0.04963797197125
"SITTING" 8 "body_gyro_mean_x_time" -0.0547396987173913
"SITTING" 9 "body_gyro_mean_x_time" NA
"SITTING" 10 "body_gyro_mean_x_time" NA
"SITTING" 11 "body_gyro_mean_x_time" -0.0399984915849057
"SITTING" 12 "body_gyro_mean_x_time" NA
"SITTING" 13 "body_gyro_mean_x_time" NA
"SITTING" 14 "body_gyro_mean_x_time" -0.0440403326851852
"SITTING" 15 "body_gyro_mean_x_time" -0.0377111130338983
"SITTING" 16 "body_gyro_mean_x_time" -0.0412014042275362
"SITTING" 17 "body_gyro_mean_x_time" -0.042549159015625
"SITTING" 18 "body_gyro_mean_x_time" NA
"SITTING" 19 "body_gyro_mean_x_time" -0.0214151280054795
"SITTING" 20 "body_gyro_mean_x_time" NA
"SITTING" 21 "body_gyro_mean_x_time" -0.0198712820612471
"SITTING" 22 "body_gyro_mean_x_time" -0.0360430675032258
"SITTING" 23 "body_gyro_mean_x_time" -0.0472583464367647
"SITTING" 24 "body_gyro_mean_x_time" NA
"SITTING" 25 "body_gyro_mean_x_time" -0.0352052091230769
"SITTING" 26 "body_gyro_mean_x_time" -0.0370217449628205
"SITTING" 27 "body_gyro_mean_x_time" -0.0371830822285714
"SITTING" 28 "body_gyro_mean_x_time" -0.0339018030166667
"SITTING" 29 "body_gyro_mean_x_time" -0.0379271112333333
"SITTING" 30 "body_gyro_mean_x_time" -0.0358426482048387
"STANDING" 1 "body_gyro_mean_x_time" -0.0239877347979245
"STANDING" 2 "body_gyro_mean_x_time" NA
"STANDING" 3 "body_gyro_mean_x_time" -0.0246626070770492
"STANDING" 4 "body_gyro_mean_x_time" NA
"STANDING" 5 "body_gyro_mean_x_time" -0.0322711902673214
"STANDING" 6 "body_gyro_mean_x_time" -0.028251913022807
"STANDING" 7 "body_gyro_mean_x_time" -0.0291582212545283
"STANDING" 8 "body_gyro_mean_x_time" -0.0219671978203704
"STANDING" 9 "body_gyro_mean_x_time" NA
"STANDING" 10 "body_gyro_mean_x_time" NA
"STANDING" 11 "body_gyro_mean_x_time" -0.0293141521489362
"STANDING" 12 "body_gyro_mean_x_time" NA
"STANDING" 13 "body_gyro_mean_x_time" NA
"STANDING" 14 "body_gyro_mean_x_time" -0.0220886526891667
"STANDING" 15 "body_gyro_mean_x_time" -0.0262433562254717
"STANDING" 16 "body_gyro_mean_x_time" -0.0299337294166667
"STANDING" 17 "body_gyro_mean_x_time" -0.0269576937130769
"STANDING" 18 "body_gyro_mean_x_time" NA
"STANDING" 19 "body_gyro_mean_x_time" -0.025090574020274
"STANDING" 20 "body_gyro_mean_x_time" NA
"STANDING" 21 "body_gyro_mean_x_time" -0.0191731896359551
"STANDING" 22 "body_gyro_mean_x_time" -0.0275201762126984
"STANDING" 23 "body_gyro_mean_x_time" -0.0327397745133823
"STANDING" 24 "body_gyro_mean_x_time" NA
"STANDING" 25 "body_gyro_mean_x_time" -0.0247946750959459
"STANDING" 26 "body_gyro_mean_x_time" -0.0245345837959459
"STANDING" 27 "body_gyro_mean_x_time" -0.026731653905
"STANDING" 28 "body_gyro_mean_x_time" -0.0253281543540506
"STANDING" 29 "body_gyro_mean_x_time" -0.0276075573307692
"STANDING" 30 "body_gyro_mean_x_time" -0.027613853538983
"LAYING" 1 "body_gyro_mean_x_time" -0.016553093978
"LAYING" 2 "body_gyro_mean_x_time" NA
"LAYING" 3 "body_gyro_mean_x_time" -0.0208170540330645
"LAYING" 4 "body_gyro_mean_x_time" NA
"LAYING" 5 "body_gyro_mean_x_time" -0.0218935013501923
"LAYING" 6 "body_gyro_mean_x_time" -0.0079605026754386
"LAYING" 7 "body_gyro_mean_x_time" -0.00282641913096154
"LAYING" 8 "body_gyro_mean_x_time" 0.00535361206851852
"LAYING" 9 "body_gyro_mean_x_time" NA
"LAYING" 10 "body_gyro_mean_x_time" NA
"LAYING" 11 "body_gyro_mean_x_time" -0.0191743840136842
"LAYING" 12 "body_gyro_mean_x_time" NA
"LAYING" 13 "body_gyro_mean_x_time" NA
"LAYING" 14 "body_gyro_mean_x_time" 0.00505221181607843
"LAYING" 15 "body_gyro_mean_x_time" -0.0168300887791667
"LAYING" 16 "body_gyro_mean_x_time" -0.0161545406857143
"LAYING" 17 "body_gyro_mean_x_time" -0.0234756467113239
"LAYING" 18 "body_gyro_mean_x_time" NA
"LAYING" 19 "body_gyro_mean_x_time" -0.0312072730559566
"LAYING" 20 "body_gyro_mean_x_time" NA
"LAYING" 21 "body_gyro_mean_x_time" -0.0305126188777778
"LAYING" 22 "body_gyro_mean_x_time" -0.0208311371125
"LAYING" 23 "body_gyro_mean_x_time" -0.0113399724663889
"LAYING" 24 "body_gyro_mean_x_time" NA
"LAYING" 25 "body_gyro_mean_x_time" 0.00372723459589041
"LAYING" 26 "body_gyro_mean_x_time" -0.0170656239526316
"LAYING" 27 "body_gyro_mean_x_time" -0.0195427328781081
"LAYING" 28 "body_gyro_mean_x_time" -0.017367705735
"LAYING" 29 "body_gyro_mean_x_time" -0.0258281004782609
"LAYING" 30 "body_gyro_mean_x_time" -0.0267812218571429
"WALKING" 1 "body_gyro_mean_y_time" -0.0695300462115789
"WALKING" 2 "body_gyro_mean_y_time" NA
"WALKING" 3 "body_gyro_mean_y_time" -0.0779150937413793
"WALKING" 4 "body_gyro_mean_y_time" NA
"WALKING" 5 "body_gyro_mean_y_time" -0.0690135249642857
"WALKING" 6 "body_gyro_mean_y_time" -0.0744462466
"WALKING" 7 "body_gyro_mean_y_time" -0.0837113724842105
"WALKING" 8 "body_gyro_mean_y_time" -0.095791790535
"WALKING" 9 "body_gyro_mean_y_time" NA
"WALKING" 10 "body_gyro_mean_y_time" NA
"WALKING" 11 "body_gyro_mean_y_time" -0.0705104974254237
"WALKING" 12 "body_gyro_mean_y_time" NA
"WALKING" 13 "body_gyro_mean_y_time" NA
"WALKING" 14 "body_gyro_mean_y_time" -0.0829682847966102
"WALKING" 15 "body_gyro_mean_y_time" -0.06124278833
"WALKING" 16 "body_gyro_mean_y_time" -0.0695955689607843
"WALKING" 17 "body_gyro_mean_y_time" -0.0839773343770492
"WALKING" 18 "body_gyro_mean_y_time" NA
"WALKING" 19 "body_gyro_mean_y_time" -0.0751569333730769
"WALKING" 20 "body_gyro_mean_y_time" NA
"WALKING" 21 "body_gyro_mean_y_time" -0.0590294439942308
"WALKING" 22 "body_gyro_mean_y_time" -0.0960880731804348
"WALKING" 23 "body_gyro_mean_y_time" -0.0640197920966102
"WALKING" 24 "body_gyro_mean_y_time" NA
"WALKING" 25 "body_gyro_mean_y_time" -0.0820768065347297
"WALKING" 26 "body_gyro_mean_y_time" -0.0841507651508475
"WALKING" 27 "body_gyro_mean_y_time" -0.0365348163649123
"WALKING" 28 "body_gyro_mean_y_time" -0.0172822168012963
"WALKING" 29 "body_gyro_mean_y_time" -0.081960153154717
"WALKING" 30 "body_gyro_mean_y_time" -0.0649170927338462
"WALKING_UPSTAIRS" 1 "body_gyro_mean_y_time" -0.166170015088679
"WALKING_UPSTAIRS" 2 "body_gyro_mean_y_time" NA
"WALKING_UPSTAIRS" 3 "body_gyro_mean_y_time" -0.139275405637288
"WALKING_UPSTAIRS" 4 "body_gyro_mean_y_time" NA
"WALKING_UPSTAIRS" 5 "body_gyro_mean_y_time" -0.117195551802128
"WALKING_UPSTAIRS" 6 "body_gyro_mean_y_time" -0.0518981989072549
"WALKING_UPSTAIRS" 7 "body_gyro_mean_y_time" -0.00247161973
"WALKING_UPSTAIRS" 8 "body_gyro_mean_y_time" -0.204205356087805
"WALKING_UPSTAIRS" 9 "body_gyro_mean_y_time" NA
"WALKING_UPSTAIRS" 10 "body_gyro_mean_y_time" NA
"WALKING_UPSTAIRS" 11 "body_gyro_mean_y_time" -0.0566928808703704
"WALKING_UPSTAIRS" 12 "body_gyro_mean_y_time" NA
"WALKING_UPSTAIRS" 13 "body_gyro_mean_y_time" NA
"WALKING_UPSTAIRS" 14 "body_gyro_mean_y_time" -0.123499570044444
"WALKING_UPSTAIRS" 15 "body_gyro_mean_y_time" -0.154721289270833
"WALKING_UPSTAIRS" 16 "body_gyro_mean_y_time" -0.0486136789705882
"WALKING_UPSTAIRS" 17 "body_gyro_mean_y_time" -0.0548455941370417
"WALKING_UPSTAIRS" 18 "body_gyro_mean_y_time" NA
"WALKING_UPSTAIRS" 19 "body_gyro_mean_y_time" -0.134514320575
"WALKING_UPSTAIRS" 20 "body_gyro_mean_y_time" NA
"WALKING_UPSTAIRS" 21 "body_gyro_mean_y_time" -0.155622431382979
"WALKING_UPSTAIRS" 22 "body_gyro_mean_y_time" -0.181458414495238
"WALKING_UPSTAIRS" 23 "body_gyro_mean_y_time" -0.111564389137255
"WALKING_UPSTAIRS" 24 "body_gyro_mean_y_time" NA
"WALKING_UPSTAIRS" 25 "body_gyro_mean_y_time" -0.109437658104615
"WALKING_UPSTAIRS" 26 "body_gyro_mean_y_time" -0.0657601804418182
"WALKING_UPSTAIRS" 27 "body_gyro_mean_y_time" 0.00212499391686275
"WALKING_UPSTAIRS" 28 "body_gyro_mean_y_time" 0.0212250958019608
"WALKING_UPSTAIRS" 29 "body_gyro_mean_y_time" -0.152328112210204
"WALKING_UPSTAIRS" 30 "body_gyro_mean_y_time" -0.0779606464676923
"WALKING_DOWNSTAIRS" 1 "body_gyro_mean_y_time" -0.0909371290204082
"WALKING_DOWNSTAIRS" 2 "body_gyro_mean_y_time" NA
"WALKING_DOWNSTAIRS" 3 "body_gyro_mean_y_time" -0.0139358043959184
"WALKING_DOWNSTAIRS" 4 "body_gyro_mean_y_time" NA
"WALKING_DOWNSTAIRS" 5 "body_gyro_mean_y_time" -0.0707805998787234
"WALKING_DOWNSTAIRS" 6 "body_gyro_mean_y_time" -0.0341782208604167
"WALKING_DOWNSTAIRS" 7 "body_gyro_mean_y_time" -0.049717460606383
"WALKING_DOWNSTAIRS" 8 "body_gyro_mean_y_time" -0.0500760173342105
"WALKING_DOWNSTAIRS" 9 "body_gyro_mean_y_time" NA
"WALKING_DOWNSTAIRS" 10 "body_gyro_mean_y_time" NA
"WALKING_DOWNSTAIRS" 11 "body_gyro_mean_y_time" -0.0262775345369565
"WALKING_DOWNSTAIRS" 12 "body_gyro_mean_y_time" NA
"WALKING_DOWNSTAIRS" 13 "body_gyro_mean_y_time" NA
"WALKING_DOWNSTAIRS" 14 "body_gyro_mean_y_time" -0.0945288409066667
"WALKING_DOWNSTAIRS" 15 "body_gyro_mean_y_time" -0.0346755727619048
"WALKING_DOWNSTAIRS" 16 "body_gyro_mean_y_time" -0.068264792706383
"WALKING_DOWNSTAIRS" 17 "body_gyro_mean_y_time" -0.123517195928261
"WALKING_DOWNSTAIRS" 18 "body_gyro_mean_y_time" NA
"WALKING_DOWNSTAIRS" 19 "body_gyro_mean_y_time" 0.0274707556666667
"WALKING_DOWNSTAIRS" 20 "body_gyro_mean_y_time" NA
"WALKING_DOWNSTAIRS" 21 "body_gyro_mean_y_time" 0.0162145300888889
"WALKING_DOWNSTAIRS" 22 "body_gyro_mean_y_time" -0.0697154455833333
"WALKING_DOWNSTAIRS" 23 "body_gyro_mean_y_time" -0.0853077464277778
"WALKING_DOWNSTAIRS" 24 "body_gyro_mean_y_time" NA
"WALKING_DOWNSTAIRS" 25 "body_gyro_mean_y_time" -0.101115076366897
"WALKING_DOWNSTAIRS" 26 "body_gyro_mean_y_time" -0.1003822042168
"WALKING_DOWNSTAIRS" 27 "body_gyro_mean_y_time" -0.0163131590545455
"WALKING_DOWNSTAIRS" 28 "body_gyro_mean_y_time" 0.00710564286763044
"WALKING_DOWNSTAIRS" 29 "body_gyro_mean_y_time" -0.0851045889895833
"WALKING_DOWNSTAIRS" 30 "body_gyro_mean_y_time" -0.0693112411951613
"SITTING" 1 "body_gyro_mean_y_time" -0.0919241549361702
"SITTING" 2 "body_gyro_mean_y_time" NA
"SITTING" 3 "body_gyro_mean_y_time" -0.07524100275
"SITTING" 4 "body_gyro_mean_y_time" NA
"SITTING" 5 "body_gyro_mean_y_time" -0.0835484079545455
"SITTING" 6 "body_gyro_mean_y_time" -0.0899083302550909
"SITTING" 7 "body_gyro_mean_y_time" -0.03361196465625
"SITTING" 8 "body_gyro_mean_y_time" -0.0955089236521739
"SITTING" 9 "body_gyro_mean_y_time" NA
"SITTING" 10 "body_gyro_mean_y_time" NA
"SITTING" 11 "body_gyro_mean_y_time" -0.0755284478679245
"SITTING" 12 "body_gyro_mean_y_time" NA
"SITTING" 13 "body_gyro_mean_y_time" NA
"SITTING" 14 "body_gyro_mean_y_time" -0.0713478280925926
"SITTING" 15 "body_gyro_mean_y_time" -0.0803428762830509
"SITTING" 16 "body_gyro_mean_y_time" -0.0574525433043478
"SITTING" 17 "body_gyro_mean_y_time" -0.0669245931234375
"SITTING" 18 "body_gyro_mean_y_time" NA
"SITTING" 19 "body_gyro_mean_y_time" -0.0520207886438356
"SITTING" 20 "body_gyro_mean_y_time" NA
"SITTING" 21 "body_gyro_mean_y_time" -0.0653077503317647
"SITTING" 22 "body_gyro_mean_y_time" -0.0793617444354839
"SITTING" 23 "body_gyro_mean_y_time" -0.0684325551029412
"SITTING" 24 "body_gyro_mean_y_time" NA
"SITTING" 25 "body_gyro_mean_y_time" -0.0748002714615385
"SITTING" 26 "body_gyro_mean_y_time" -0.0840648503320513
"SITTING" 27 "body_gyro_mean_y_time" -0.0797345645214286
"SITTING" 28 "body_gyro_mean_y_time" -0.0673943850555556
"SITTING" 29 "body_gyro_mean_y_time" -0.0755797672133333
"SITTING" 30 "body_gyro_mean_y_time" -0.074353558416129
"STANDING" 1 "body_gyro_mean_y_time" -0.0593972209811321
"STANDING" 2 "body_gyro_mean_y_time" NA
"STANDING" 3 "body_gyro_mean_y_time" -0.0585101918262295
"STANDING" 4 "body_gyro_mean_y_time" NA
"STANDING" 5 "body_gyro_mean_y_time" -0.050987505
"STANDING" 6 "body_gyro_mean_y_time" -0.0589823639438597
"STANDING" 7 "body_gyro_mean_y_time" -0.0774336443396226
"STANDING" 8 "body_gyro_mean_y_time" -0.0280117633814815
"STANDING" 9 "body_gyro_mean_y_time" NA
"STANDING" 10 "body_gyro_mean_y_time" NA
"STANDING" 11 "body_gyro_mean_y_time" -0.0765465041914894
"STANDING" 12 "body_gyro_mean_y_time" NA
"STANDING" 13 "body_gyro_mean_y_time" NA
"STANDING" 14 "body_gyro_mean_y_time" -0.05581088271
"STANDING" 15 "body_gyro_mean_y_time" -0.0659637517169811
"STANDING" 16 "body_gyro_mean_y_time" -0.068667733
"STANDING" 17 "body_gyro_mean_y_time" -0.0770632126371795
"STANDING" 18 "body_gyro_mean_y_time" NA
"STANDING" 19 "body_gyro_mean_y_time" -0.0631429827260274
"STANDING" 20 "body_gyro_mean_y_time" NA
"STANDING" 21 "body_gyro_mean_y_time" -0.0738115865407865
"STANDING" 22 "body_gyro_mean_y_time" -0.0690067688269841
"STANDING" 23 "body_gyro_mean_y_time" -0.0652264793213235
"STANDING" 24 "body_gyro_mean_y_time" NA
"STANDING" 25 "body_gyro_mean_y_time" -0.0698876853378378
"STANDING" 26 "body_gyro_mean_y_time" -0.0731385762635135
"STANDING" 27 "body_gyro_mean_y_time" -0.067507120075
"STANDING" 28 "body_gyro_mean_y_time" -0.0739001646962025
"STANDING" 29 "body_gyro_mean_y_time" -0.0721060679123077
"STANDING" 30 "body_gyro_mean_y_time" -0.0670334379830509
"LAYING" 1 "body_gyro_mean_y_time" -0.064486124088
"LAYING" 2 "body_gyro_mean_y_time" NA
"LAYING" 3 "body_gyro_mean_y_time" -0.0718507159435484
"LAYING" 4 "body_gyro_mean_y_time" NA
"LAYING" 5 "body_gyro_mean_y_time" -0.0798709596153846
"LAYING" 6 "body_gyro_mean_y_time" -0.107218315054386
"LAYING" 7 "body_gyro_mean_y_time" -0.133605695057692
"LAYING" 8 "body_gyro_mean_y_time" -0.0891374138592593
"LAYING" 9 "body_gyro_mean_y_time" NA
"LAYING" 10 "body_gyro_mean_y_time" NA
"LAYING" 11 "body_gyro_mean_y_time" -0.041559989822807
"LAYING" 12 "body_gyro_mean_y_time" NA
"LAYING" 13 "body_gyro_mean_y_time" NA
"LAYING" 14 "body_gyro_mean_y_time" -0.153423807745098
"LAYING" 15 "body_gyro_mean_y_time" -0.0619700871944444
"LAYING" 16 "body_gyro_mean_y_time" -0.113675060885714
"LAYING" 17 "body_gyro_mean_y_time" -0.0944580192535211
"LAYING" 18 "body_gyro_mean_y_time" NA
"LAYING" 19 "body_gyro_mean_y_time" -0.0952628014096386
"LAYING" 20 "body_gyro_mean_y_time" NA
"LAYING" 21 "body_gyro_mean_y_time" -0.113800486377778
"LAYING" 22 "body_gyro_mean_y_time" -0.09257231175
"LAYING" 23 "body_gyro_mean_y_time" -0.105052917
"LAYING" 24 "body_gyro_mean_y_time" NA
"LAYING" 25 "body_gyro_mean_y_time" -0.0716401726150685
"LAYING" 26 "body_gyro_mean_y_time" -0.0903229228815789
"LAYING" 27 "body_gyro_mean_y_time" -0.0957839566891892
"LAYING" 28 "body_gyro_mean_y_time" -0.097448733725
"LAYING" 29 "body_gyro_mean_y_time" -0.0761814357028986
"LAYING" 30 "body_gyro_mean_y_time" -0.0761476351714286
"WALKING" 1 "body_gyro_mean_z_time" 0.0849448173042105
"WALKING" 2 "body_gyro_mean_z_time" NA
"WALKING" 3 "body_gyro_mean_z_time" 0.0813485942827586
"WALKING" 4 "body_gyro_mean_z_time" NA
"WALKING" 5 "body_gyro_mean_z_time" 0.0815435495892857
"WALKING" 6 "body_gyro_mean_z_time" 0.0838808799280702
"WALKING" 7 "body_gyro_mean_z_time" 0.0641104602035088
"WALKING" 8 "body_gyro_mean_z_time" 0.0509657915395833
"WALKING" 9 "body_gyro_mean_z_time" NA
"WALKING" 10 "body_gyro_mean_z_time" NA
"WALKING" 11 "body_gyro_mean_z_time" 0.0843744495507542
"WALKING" 12 "body_gyro_mean_z_time" NA
"WALKING" 13 "body_gyro_mean_z_time" NA
"WALKING" 14 "body_gyro_mean_z_time" 0.0513222717627119
"WALKING" 15 "body_gyro_mean_z_time" 0.0842484921022222
"WALKING" 16 "body_gyro_mean_z_time" 0.0818650735686274
"WALKING" 17 "body_gyro_mean_z_time" 0.0757132656704918
"WALKING" 18 "body_gyro_mean_z_time" NA
"WALKING" 19 "body_gyro_mean_z_time" 0.0798106981923077
"WALKING" 20 "body_gyro_mean_z_time" NA
"WALKING" 21 "body_gyro_mean_z_time" 0.0983715930038462
"WALKING" 22 "body_gyro_mean_z_time" 0.0775266594847826
"WALKING" 23 "body_gyro_mean_z_time" 0.10770045065339
"WALKING" 24 "body_gyro_mean_z_time" NA
"WALKING" 25 "body_gyro_mean_z_time" 0.0867868736891892
"WALKING" 26 "body_gyro_mean_z_time" 0.0851069247830508
"WALKING" 27 "body_gyro_mean_z_time" 0.118267750196491
"WALKING" 28 "body_gyro_mean_z_time" 0.116065910925926
"WALKING" 29 "body_gyro_mean_z_time" 0.0856852236188679
"WALKING" 30 "body_gyro_mean_z_time" 0.0839568239261538
"WALKING_UPSTAIRS" 1 "body_gyro_mean_z_time" 0.0583595463981132
"WALKING_UPSTAIRS" 2 "body_gyro_mean_z_time" NA
"WALKING_UPSTAIRS" 3 "body_gyro_mean_z_time" 0.0215603697
"WALKING_UPSTAIRS" 4 "body_gyro_mean_z_time" NA
"WALKING_UPSTAIRS" 5 "body_gyro_mean_z_time" 0.0424442819489362
"WALKING_UPSTAIRS" 6 "body_gyro_mean_z_time" 0.0664234025976471
"WALKING_UPSTAIRS" 7 "body_gyro_mean_z_time" 0.139217071509804
"WALKING_UPSTAIRS" 8 "body_gyro_mean_z_time" -0.0724546025804878
"WALKING_UPSTAIRS" 9 "body_gyro_mean_z_time" NA
"WALKING_UPSTAIRS" 10 "body_gyro_mean_z_time" NA
"WALKING_UPSTAIRS" 11 "body_gyro_mean_z_time" 0.0638054379968518
"WALKING_UPSTAIRS" 12 "body_gyro_mean_z_time" NA
"WALKING_UPSTAIRS" 13 "body_gyro_mean_z_time" NA
"WALKING_UPSTAIRS" 14 "body_gyro_mean_z_time" -0.0441381886666667
"WALKING_UPSTAIRS" 15 "body_gyro_mean_z_time" 0.0911681484547917
"WALKING_UPSTAIRS" 16 "body_gyro_mean_z_time" -0.00779288021764706
"WALKING_UPSTAIRS" 17 "body_gyro_mean_z_time" 0.0560931358145833
"WALKING_UPSTAIRS" 18 "body_gyro_mean_z_time" NA
"WALKING_UPSTAIRS" 19 "body_gyro_mean_z_time" -0.000233248224999999
"WALKING_UPSTAIRS" 20 "body_gyro_mean_z_time" NA
"WALKING_UPSTAIRS" 21 "body_gyro_mean_z_time" -0.00546829763829787
"WALKING_UPSTAIRS" 22 "body_gyro_mean_z_time" 0.0157359244619048
"WALKING_UPSTAIRS" 23 "body_gyro_mean_z_time" -0.0325557522333333
"WALKING_UPSTAIRS" 24 "body_gyro_mean_z_time" NA
"WALKING_UPSTAIRS" 25 "body_gyro_mean_z_time" 0.0996227385527692
"WALKING_UPSTAIRS" 26 "body_gyro_mean_z_time" 0.0721458973490909
"WALKING_UPSTAIRS" 27 "body_gyro_mean_z_time" 0.140129855776471
"WALKING_UPSTAIRS" 28 "body_gyro_mean_z_time" 0.103720987705882
"WALKING_UPSTAIRS" 29 "body_gyro_mean_z_time" 0.0854318123467347
"WALKING_UPSTAIRS" 30 "body_gyro_mean_z_time" 0.0814699303289231
"WALKING_DOWNSTAIRS" 1 "body_gyro_mean_z_time" 0.0900850142030612
"WALKING_DOWNSTAIRS" 2 "body_gyro_mean_z_time" NA
"WALKING_DOWNSTAIRS" 3 "body_gyro_mean_z_time" 0.123826738353061
"WALKING_DOWNSTAIRS" 4 "body_gyro_mean_z_time" NA
"WALKING_DOWNSTAIRS" 5 "body_gyro_mean_z_time" 0.0806559989574468
"WALKING_DOWNSTAIRS" 6 "body_gyro_mean_z_time" 0.0870012595210417
"WALKING_DOWNSTAIRS" 7 "body_gyro_mean_z_time" 0.116894769042766
"WALKING_DOWNSTAIRS" 8 "body_gyro_mean_z_time" 0.114143855152368
"WALKING_DOWNSTAIRS" 9 "body_gyro_mean_z_time" NA
"WALKING_DOWNSTAIRS" 10 "body_gyro_mean_z_time" NA
"WALKING_DOWNSTAIRS" 11 "body_gyro_mean_z_time" 0.057524457376087
"WALKING_DOWNSTAIRS" 12 "body_gyro_mean_z_time" NA
"WALKING_DOWNSTAIRS" 13 "body_gyro_mean_z_time" NA
"WALKING_DOWNSTAIRS" 14 "body_gyro_mean_z_time" 0.0353344537555556
"WALKING_DOWNSTAIRS" 15 "body_gyro_mean_z_time" 0.0711758197607143
"WALKING_DOWNSTAIRS" 16 "body_gyro_mean_z_time" 0.0835380057
"WALKING_DOWNSTAIRS" 17 "body_gyro_mean_z_time" 0.0162878745776087
"WALKING_DOWNSTAIRS" 18 "body_gyro_mean_z_time" NA
"WALKING_DOWNSTAIRS" 19 "body_gyro_mean_z_time" 0.163962510807692
"WALKING_DOWNSTAIRS" 20 "body_gyro_mean_z_time" NA
"WALKING_DOWNSTAIRS" 21 "body_gyro_mean_z_time" 0.148610020955556
